"country","countryCode","month","year","indicatorName","indicatorCode","strata","type","estimate","LCL","UCL"
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 2","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 3","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 4","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 5","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Overall","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 1","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 2","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 3","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 4","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 5","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 6","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 7","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 8","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Survey Area 9","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 1","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 2","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 3","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 4","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Wealth Quintile 5","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Overall","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 1","Slum",0,0,0.0441
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 2","Slum",0,0,0.025
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 3","Slum",0.0312,0,0.0938
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 4","Slum",0.2727,0.1364,0.4242
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 5","Slum",0,0,0.0303
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 6","Slum",0.1061,0.0303,0.2273
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 7","Slum",0.0303,0,0.1212
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 8","Slum",0.0345,0,0.1034
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 9","Slum",0.027,0,0.0811
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 1","Slum",0.0086,0,0.03
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 2","Slum",0.029,0.0098,0.0545
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 3","Slum",0.0419,0.0123,0.0793
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 4","Slum",0.0339,0,0.0925
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 5","Slum",0,0,0.0667
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Overall","Slum",0.0233,0.0087,0.0392
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 1","Citywide",0.0896,0.0373,0.1567
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 2","Citywide",0.0177,0,0.0487
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 3","Citywide",0.0385,0,0.0923
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 4","Citywide",0.0606,0.0152,0.1216
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 5","Citywide",0.0152,0,0.0455
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 6","Citywide",0.0227,0,0.061
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 7","Citywide",0.0152,0,0.0455
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 8","Citywide",0.0159,0,0.0476
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Survey Area 9","Citywide",0.029,0,0.087
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 1","Citywide",0.0153,0,0.0409
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 2","Citywide",0.0455,0.0204,0.0744
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 3","Citywide",0.0241,0.0078,0.048
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 4","Citywide",0.0292,0.0118,0.0567
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Wealth Quintile 5","Citywide",0.0198,0.004,0.04
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Overall","Citywide",0.0273,0.0164,0.039
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 1","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 2","Slum",0.0125,0,0.0438
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 3","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 4","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 5","Slum",0,0,0.0303
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 6","Slum",0.0455,0,0.1068
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 7","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 8","Slum",0,0,0.069
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 9","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 1","Slum",0.0244,0.0043,0.0519
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 2","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 3","Slum",0,0,0.0123
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 4","Slum",0.0167,0,0.068
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 5","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Overall","Slum",0.0116,0.0029,0.0233
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 1","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 2","Citywide",0.0133,0,0.0354
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 3","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 4","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 5","Citywide",0,0,0.008
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 6","Citywide",0,0,0.0303
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 7","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 8","Citywide",0,0,0.0159
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Survey Area 9","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 1","Citywide",0.0226,0.0038,0.0458
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 2","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 3","Citywide",0,0,0.004
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 4","Citywide",0,0,0.0118
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Wealth Quintile 5","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Overall","Citywide",0.0047,8e-04,0.0094
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 1","Slum",0.9559,0.8676,1
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 2","Slum",0.7188,0.6188,0.8062
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 3","Slum",0.9219,0.8281,1
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 4","Slum",0.4242,0.2727,0.6061
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 5","Slum",0.6061,0.4394,0.7576
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 6","Slum",0.8485,0.7258,0.9697
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 7","Slum",0.9394,0.8485,1
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 8","Slum",0.7241,0.5172,0.8621
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 9","Slum",0.8514,0.7297,0.9459
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 1","Slum",0.6623,0.5932,0.7337
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 2","Slum",0.8213,0.7535,0.8841
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 3","Slum",0.6235,0.5296,0.7063
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 4","Slum",0.6552,0.5352,0.7905
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 5","Slum",1,0.7647,1
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Overall","Slum",0.718,0.6744,0.7544
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 1","Citywide",0.7687,0.6642,0.8582
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 2","Citywide",0.7212,0.6416,0.7876
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 3","Citywide",0.8846,0.815,0.9538
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 4","Citywide",0.5455,0.4318,0.6591
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 5","Citywide",0.5227,0.4239,0.6288
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 6","Citywide",0.3636,0.2576,0.4928
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 7","Citywide",0.8636,0.7879,0.9394
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 8","Citywide",0.8413,0.7536,0.9206
"Bangladesh","BGD","Mar",2017,"Households using improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Survey Area 9","Citywide",0.8261,0.7319,0.9058
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 1","Citywide",0.679,0.61,0.7463
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 2","Citywide",0.7791,0.7171,0.8395
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 3","Citywide",0.684,0.6146,0.75
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 4","Citywide",0.68,0.6048,0.746
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Wealth Quintile 5","Citywide",0.7131,0.6408,0.7866
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Overall","Citywide",0.7036,0.6707,0.7379
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 1","Slum",0.0441,0,0.1176
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 2","Slum",0.25,0.1688,0.3566
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 3","Slum",0.0469,0,0.125
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 4","Slum",0.303,0.1515,0.4545
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 5","Slum",0.4091,0.2424,0.5758
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 6","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 7","Slum",0,0,0.0606
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 8","Slum",0.2069,0.069,0.3448
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 9","Slum",0.1351,0.027,0.2432
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 1","Slum",0.2771,0.2106,0.3462
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 2","Slum",0.1505,0.0909,0.2156
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 3","Slum",0.3293,0.2452,0.4153
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 4","Slum",0.2787,0.1579,0.39
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 5","Slum",0,0,0.2353
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Overall","Slum",0.2384,0.1947,0.2777
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 1","Citywide",0.0896,0.0299,0.1571
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 2","Citywide",0.2212,0.1504,0.292
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 3","Citywide",0.0385,0,0.0923
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 4","Citywide",0.3939,0.2652,0.4924
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 5","Citywide",0.4545,0.3409,0.5682
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 6","Citywide",0.6061,0.492,0.7277
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 7","Citywide",0.1212,0.053,0.197
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 8","Citywide",0.1429,0.0714,0.2222
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 9","Citywide",0.1449,0.0652,0.2391
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 1","Citywide",0.2566,0.1954,0.3174
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 2","Citywide",0.1734,0.1216,0.2271
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 3","Citywide",0.2745,0.217,0.3398
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 4","Citywide",0.2702,0.2177,0.3402
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Wealth Quintile 5","Citywide",0.2623,0.1966,0.327
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Overall","Citywide",0.252,0.2184,0.2871
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 1","Slum",0.6176,0.4559,0.7647
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 2","Slum",0.4091,0.3139,0.5128
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 3","Slum",0.4677,0.288,0.6454
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 4","Slum",0.5152,0.3228,0.6515
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 5","Slum",0.5303,0.3634,0.7121
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 6","Slum",0.75,0.5872,0.8943
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 7","Slum",0.9394,0.8333,1
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 8","Slum",0.2069,0.069,0.3448
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 9","Slum",0.9189,0.8333,0.9872
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 1","Slum",0.5112,0.4425,0.5916
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 2","Slum",0.4313,0.3525,0.5137
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 3","Slum",0.5949,0.5153,0.6709
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 4","Slum",0.7167,0.5788,0.8387
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 5","Slum",0.5333,0.2667,0.7525
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Overall","Slum",0.5155,0.4677,0.5618
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 1","Citywide",0.8692,0.7846,0.9389
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 2","Citywide",0.482,0.3946,0.5773
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 3","Citywide",0.8268,0.7187,0.9114
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 4","Citywide",0.8092,0.7208,0.8925
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 5","Citywide",0.8092,0.7121,0.8939
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 6","Citywide",0.952,0.8984,1
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 7","Citywide",0.928,0.8671,0.9688
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 8","Citywide",0.1429,0.0714,0.2222
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Survey Area 9","Citywide",0.9542,0.8931,0.9925
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 1","Citywide",0.5354,0.4627,0.6
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 2","Citywide",0.5,0.432,0.5673
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 3","Citywide",0.7795,0.7165,0.8348
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 4","Citywide",0.9563,0.9256,0.9801
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Wealth Quintile 5","Citywide",0.9705,0.9493,0.9876
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","Overall","Citywide",0.7877,0.7576,0.8168
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 1","Slum",0.9531,0.8656,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 2","Slum",0.9517,0.9066,0.9867
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 3","Slum",0.9818,0.9072,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 4","Slum",1,1,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 5","Slum",1,0.9394,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 6","Slum",0.9683,0.8922,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 7","Slum",0.9848,0.9394,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 8","Slum",1,1,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 9","Slum",1,0.973,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Wealth Quintile 1","Slum",0.9462,0.9078,0.9768
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Wealth Quintile 2","Slum",0.9893,0.9684,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Wealth Quintile 3","Slum",0.9632,0.9285,0.9871
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Wealth Quintile 4","Slum",1,0.9322,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Wealth Quintile 5","Slum",1,1,1
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Overall","Slum",0.966,0.9484,0.9845
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 1","Citywide",0.9389,0.8758,0.9845
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","Survey Area 2","Citywide",0.9565,0.9175,0.9856
