"country","countryCode","month","year","indicatorName","indicatorCode","strata","type","estimate","LCL","UCL"
"Bangladesh","BGD","Mar",2017,"Mean number of household members per household","nMembers","Survey Area 5","Low Income Area",3.9394,3.4394,4.5303
"Bangladesh","BGD","Mar",2017,"Mean number of household members per household","nMembers","Survey Area 6","Low Income Area",4.2424,3.8182,4.6212
"Bangladesh","BGD","Mar",2017,"Mean number of household members per household","nMembers","Survey Area 7","Low Income Area",4.303,3.9091,4.7424
"Bangladesh","BGD","Mar",2017,"Mean number of household members per household","nMembers","Survey Area 8","Low Income Area",3.931,3.4655,4.4483
"Bangladesh","BGD","Mar",2017,"Mean number of household members per household","nMembers","Survey Area 9","Low Income Area",3.3919,3.0669,3.7709
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 1","Low Income Area",15.4412,12.0103,19.1096
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 2","Low Income Area",19.4125,16.3188,22.5613
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 3","Low Income Area",19.7812,15.8984,24.4406
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 4","Low Income Area",20.1667,15.7864,25.5614
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 5","Low Income Area",29.7273,24.4053,36.7841
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 6","Low Income Area",9.3636,4.5015,14.8576
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 7","Low Income Area",7.4091,3.7265,12.7598
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 8","Low Income Area",9.6897,5.8957,13.6241
"Bangladesh","BGD","Mar",2017,"Mean number of people sharing sanitation facility","san2","Survey Area 9","Low Income Area",4.0541,1.6189,7.5419
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 1","Low Income Area",46.6912,43.2015,50.764
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 2","Low Income Area",42.5125,39.8984,45.2944
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 3","Low Income Area",47.5625,43.568,51.1281
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 4","Low Income Area",46.1061,41.9697,50.2583
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 5","Low Income Area",50.3485,47.3614,53.3636
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 6","Low Income Area",48.7727,44.9652,52.5
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 7","Low Income Area",45.5455,42.797,48.5485
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 8","Low Income Area",48,44.0638,52.2621
"Bangladesh","BGD","Mar",2017,"Mean poverty score","ppi","Survey Area 9","Low Income Area",41.527,39.048,44.4385
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 1","Low Income Area",2.2206,1.9118,2.5441
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 2","Low Income Area",1.9125,1.7122,2.1378
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 3","Low Income Area",2.3125,2.0148,2.5945
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 4","Low Income Area",2.2424,1.9841,2.5152
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 5","Low Income Area",2.3939,2.1212,2.6371
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 6","Low Income Area",2.3939,2.1205,2.6977
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 7","Low Income Area",2.0455,1.7417,2.2886
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 8","Low Income Area",2.1379,1.7931,2.6724
"Bangladesh","BGD","Mar",2017,"Mean wealth index","pQuintile","Survey Area 9","Low Income Area",1.6486,1.4588,1.8378
"Bangladesh","BGD","Mar",2017,"Household acceptable sanitation score","acceptScore","North City Corporation","Low Income Area",2.2533,2.16,2.3387
"Bangladesh","BGD","Mar",2017,"Household acceptable sanitation score","acceptScore","South City Corporation","Low Income Area",2.6689,2.5606,2.7806
"Bangladesh","BGD","Mar",2017,"Household mean amount of initial investment in sanitation facility","san17","North City Corporation","Low Income Area",499.0716,323.6109,747.3735
"Bangladesh","BGD","Mar",2017,"Household mean amount of initial investment in sanitation facility","san17","South City Corporation","Low Income Area",178.0686,15.024,510.7338
"Bangladesh","BGD","Mar",2017,"Household mean cost of sanitation facility emptying","san34","North City Corporation","Low Income Area",193.9394,124.514,309.7389
"Bangladesh","BGD","Mar",2017,"Household mean cost of sanitation facility emptying","san34","South City Corporation","Low Income Area",1595.2941,461.1161,4541.7792
"Bangladesh","BGD","Mar",2017,"Household mean expenditure in drinking water","water12","North City Corporation","Low Income Area",18.6978,14.7673,23.8673
"Bangladesh","BGD","Mar",2017,"Household mean expenditure in drinking water","water12","South City Corporation","Low Income Area",8.0379,4.2338,13.4603
"Bangladesh","BGD","Mar",2017,"Household mean expenditure in sanitation facility","san14","North City Corporation","Low Income Area",8.7453,7.8333,9.753
"Bangladesh","BGD","Mar",2017,"Household mean expenditure in sanitation facility","san14","South City Corporation","Low Income Area",8.9749,8.0949,10.093
"Bangladesh","BGD","Mar",2017,"Household mean household expenditure in water and sanitation services","overallSpend","North City Corporation","Low Income Area",26.9387,20.725,34.5117
"Bangladesh","BGD","Mar",2017,"Household mean household expenditure in water and sanitation services","overallSpend","South City Corporation","Low Income Area",15.2668,12.2694,18.6692
"Bangladesh","BGD","Mar",2017,"Household mean number of days per week drinking water is available from source","water5","North City Corporation","Low Income Area",6.8631,6.7952,6.9248
"Bangladesh","BGD","Mar",2017,"Household mean number of days per week drinking water is available from source","water5","South City Corporation","Low Income Area",6.948,6.8961,6.98
"Bangladesh","BGD","Mar",2017,"Household mean number of hours per day drinking water is available from source","water4","North City Corporation","Low Income Area",13.0015,12.1193,13.9338
"Bangladesh","BGD","Mar",2017,"Household mean number of hours per day drinking water is available from source","water4","South City Corporation","Low Income Area",18.0139,17.2385,18.6672
"Bangladesh","BGD","Mar",2017,"Household mean number of minutes to collect water from source","water7","North City Corporation","Low Income Area",1.1449,0.6427,1.823
"Bangladesh","BGD","Mar",2017,"Household mean number of minutes to collect water from source","water7","South City Corporation","Low Income Area",1.0017,0.4714,1.5767
"Bangladesh","BGD","Mar",2017,"Household mean number of minutes to sanitation facilities","san13","North City Corporation","Low Income Area",6.693,6.1424,7.3377
"Bangladesh","BGD","Mar",2017,"Household mean number of minutes to sanitation facilities","san13","South City Corporation","Low Income Area",12.5352,11.5298,13.7022
"Bangladesh","BGD","Mar",2017,"Household mean poverty score","ppi","North City Corporation","Low Income Area",43.6471,42.4505,44.988
"Bangladesh","BGD","Mar",2017,"Household mean poverty score","ppi","South City Corporation","Low Income Area",47.0585,46.0074,48.2299
"Bangladesh","BGD","Mar",2017,"Household mean wealth index","pQuintile","North City Corporation","Low Income Area",1.9853,1.8844,2.0889
"Bangladesh","BGD","Mar",2017,"Household mean wealth index","pQuintile","South City Corporation","Low Income Area",2.1409,2.0469,2.2413
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","North City Corporation","Low Income Area",0.8664,0.8325,0.8934
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","South City Corporation","Low Income Area",0.8779,0.8456,0.9114
"Bangladesh","BGD","Mar",2017,"Households practicing sanitary disposal of child's faeces","san12","North City Corporation","Low Income Area",0.2225,0.1857,0.2555
"Bangladesh","BGD","Mar",2017,"Households practicing sanitary disposal of child's faeces","san12","South City Corporation","Low Income Area",0.2345,0.1909,0.2761
"Bangladesh","BGD","Mar",2017,"Households relying on formal operators to maintain facility","san25","North City Corporation","Low Income Area",0.1921,0.1528,0.2326
"Bangladesh","BGD","Mar",2017,"Households relying on formal operators to maintain facility","san25","South City Corporation","Low Income Area",0.2529,0.206,0.2966
"Bangladesh","BGD","Mar",2017,"Households relying on formal pit emptier","san35","North City Corporation","Low Income Area",0.0712,0.0495,0.0959
"Bangladesh","BGD","Mar",2017,"Households relying on formal pit emptier","san35","South City Corporation","Low Income Area",0.1137,0.0787,0.146
"Bangladesh","BGD","Mar",2017,"Households relying on formal provider for service supply maintenance","water17","North City Corporation","Low Income Area",0.2952,0.2526,0.3392
"Bangladesh","BGD","Mar",2017,"Households relying on formal provider for service supply maintenance","water17","South City Corporation","Low Income Area",0.2181,0.1714,0.2611
"Bangladesh","BGD","Mar",2017,"Households safely storing drinking water","water18","North City Corporation","Low Income Area",0.9478,0.9271,0.9665
"Bangladesh","BGD","Mar",2017,"Households safely storing drinking water","water18","South City Corporation","Low Income Area",0.9347,0.9096,0.9598
"Bangladesh","BGD","Mar",2017,"Households satisfied with amount of spending on sanitation facility","san15","North City Corporation","Low Income Area",0.8913,0.864,0.9201
"Bangladesh","BGD","Mar",2017,"Households satisfied with amount of spending on sanitation facility","san15","South City Corporation","Low Income Area",0.9504,0.9271,0.9711
"Bangladesh","BGD","Mar",2017,"Households satisfied with cleanliness of sanitation facility","san19","North City Corporation","Low Income Area",0.5271,0.4817,0.5751
"Bangladesh","BGD","Mar",2017,"Households satisfied with cleanliness of sanitation facility","san19","South City Corporation","Low Income Area",0.8104,0.7718,0.849
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","North City Corporation","Low Income Area",0.9663,0.9447,0.9825
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","South City Corporation","Low Income Area",0.9832,0.9681,0.9934
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","North City Corporation","Low Income Area",0.2151,0.1759,0.2588
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","South City Corporation","Low Income Area",0.2312,0.1872,0.271
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","North City Corporation","Low Income Area",0.0117,0.0029,0.0262
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","South City Corporation","Low Income Area",0.0103,0.0017,0.0236
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","North City Corporation","Low Income Area",0.6354,0.5865,0.6855
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","South City Corporation","Low Income Area",0.6886,0.6403,0.7375
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","North City Corporation","Low Income Area",0.1672,0.1286,0.204
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","South City Corporation","Low Income Area",0.2324,0.1913,0.2804
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","North City Corporation","Low Income Area",0.3012,0.2572,0.347
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","South City Corporation","Low Income Area",0.0201,0.0084,0.0369
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","North City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Outside","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","South City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","North City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Outside","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","South City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","North City Corporation","Low Income Area",0.9639,0.9436,0.9798
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","Outside","Low Income Area",0.9762,0.9286,1
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes 30 minutes or less to collect from","jmpWater4","South City Corporation","Low Income Area",0.9667,0.9449,0.9834
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","North City Corporation","Low Income Area",0.013,0.0057,0.026
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","Outside","Low Income Area",0,0,0.0357
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that takes more than 30 minutes to collect from","jmpWater3","South City Corporation","Low Income Area",0.005,0,0.0167
"Bangladesh","BGD","Mar",2017,"Households using improved facilities shared between two or more households","jmpSan3","North City Corporation","Low Income Area",0.3815,0.3337,0.4293
"Bangladesh","BGD","Mar",2017,"Households using improved facilities shared between two or more households","jmpSan3","Outside","Low Income Area",0.631,0.4762,0.7619
"Bangladesh","BGD","Mar",2017,"Households using improved facilities shared between two or more households","jmpSan3","South City Corporation","Low Income Area",0.565,0.5099,0.6118
"Bangladesh","BGD","Mar",2017,"Households using improved facilities which are not shared with other households","jmpSan4","North City Corporation","Low Income Area",0.0159,0.0043,0.0303
"Bangladesh","BGD","Mar",2017,"Households using improved facilities which are not shared with other households","jmpSan4","Outside","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using improved facilities which are not shared with other households","jmpSan4","South City Corporation","Low Income Area",0.0067,0,0.015
"Bangladesh","BGD","Mar",2017,"Households using open defecation","jmpSan1","North City Corporation","Low Income Area",0.5347,0.484,0.5825
"Bangladesh","BGD","Mar",2017,"Households using open defecation","jmpSan1","Outside","Low Income Area",0.381,0.2381,0.5357
"Bangladesh","BGD","Mar",2017,"Households using open defecation","jmpSan1","South City Corporation","Low Income Area",0.4133,0.3666,0.4669
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","North City Corporation","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","Outside","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using surface water as source of drinking water","jmpWater1","South City Corporation","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using unimproved sanitation facility","jmpSan2","North City Corporation","Low Income Area",0.0708,0.0447,0.0968
"Bangladesh","BGD","Mar",2017,"Households using unimproved sanitation facility","jmpSan2","Outside","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households using unimproved sanitation facility","jmpSan2","South City Corporation","Low Income Area",0.0183,0.005,0.0334
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","North City Corporation","Low Income Area",0.0217,0.0087,0.0376
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","Outside","Low Income Area",0.0119,0,0.0476
"Bangladesh","BGD","Mar",2017,"Households using unimproved source of drinking water","jmpWater2","South City Corporation","Low Income Area",0.0283,0.01,0.0484
"Bangladesh","BGD","Mar",2017,"Households whose members are all able to get to sanitation facility","san21","North City Corporation","Low Income Area",0.8703,0.8413,0.8983
"Bangladesh","BGD","Mar",2017,"Households whose members are all able to get to sanitation facility","san21","South City Corporation","Low Income Area",0.8906,0.854,0.9179
"Bangladesh","BGD","Mar",2017,"Households whose members are all usually able to use the sanitation facility","san23","North City Corporation","Low Income Area",0.905,0.8788,0.9328
"Bangladesh","BGD","Mar",2017,"Households whose members are all usually able to use the sanitation facility","san23","South City Corporation","Low Income Area",0.8943,0.8588,0.9245
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has a container for menstrual hygiene management","san11","North City Corporation","Low Income Area",0.0322,0.0146,0.0497
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has a container for menstrual hygiene management","san11","South City Corporation","Low Income Area",0.0251,0.0117,0.0419
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has lights","san9","North City Corporation","Low Income Area",0.3956,0.347,0.4504
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has lights","san9","South City Corporation","Low Income Area",0.5719,0.5142,0.6189
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has lockable doors","san10","North City Corporation","Low Income Area",0.7668,0.7272,0.8105
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has lockable doors","san10","South City Corporation","Low Income Area",0.8211,0.7802,0.861
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has water","san6","North City Corporation","Low Income Area",0.1195,0.0847,0.1547
"Bangladesh","BGD","Mar",2017,"Households whose sanitation facility has water","san6","South City Corporation","Low Income Area",0.2735,0.2295,0.3261
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","North City Corporation","Low Income Area",0.4254,0.3796,0.4737
"Bangladesh","BGD","Mar",2017,"Households whose women are comfortable using sanitation facility during menstruation","jmpWoman","South City Corporation","Low Income Area",0.75,0.701,0.7983
"Bangladesh","BGD","Mar",2017,"Households whose women are using adequate hygienic menstrual hygiene materials","san28","North City Corporation","Low Income Area",0.9954,0.9874,1
"Bangladesh","BGD","Mar",2017,"Households whose women are using adequate hygienic menstrual hygiene materials","san28","South City Corporation","Low Income Area",0.9965,0.988,1
"Bangladesh","BGD","Mar",2017,"Households whose women cleanse menstrual cloth appropriately","san29","North City Corporation","Low Income Area",0.9689,0.9472,0.984
"Bangladesh","BGD","Mar",2017,"Households whose women cleanse menstrual cloth appropriately","san29","South City Corporation","Low Income Area",0.9865,0.9723,0.9961
"Bangladesh","BGD","Mar",2017,"Households whose women dispose of sanitary napkins appropriately","san30","North City Corporation","Low Income Area",0.7303,0.6043,0.831
"Bangladesh","BGD","Mar",2017,"Households whose women dispose of sanitary napkins appropriately","san30","South City Corporation","Low Income Area",0.9041,0.8044,0.9726
"Bangladesh","BGD","Mar",2017,"Households whose women feel safe using sanitation facility","san26","North City Corporation","Low Income Area",0.8538,0.816,0.8873
"Bangladesh","BGD","Mar",2017,"Households whose women feel safe using sanitation facility","san26","South City Corporation","Low Income Area",0.9665,0.9465,0.9866
"Bangladesh","BGD","Mar",2017,"Households whose women feel safe using sanitation facility during menstruation","san27","North City Corporation","Low Income Area",0.5318,0.4857,0.5869
"Bangladesh","BGD","Mar",2017,"Households whose women feel safe using sanitation facility during menstruation","san27","South City Corporation","Low Income Area",0.7491,0.6985,0.7898
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","North City Corporation","Low Income Area",0.9728,0.9557,0.9859
"Bangladesh","BGD","Mar",2017,"Households whose women practice good menstrual hygiene behaviour","jmpWomenHygiene","South City Corporation","Low Income Area",0.9881,0.9759,0.9966
"Bangladesh","BGD","Mar",2017,"Households willing to make an investment in sanitation facility","san18","North City Corporation","Low Income Area",0.282,0.2365,0.3232
"Bangladesh","BGD","Mar",2017,"Households willing to make an investment in sanitation facility","san18","South City Corporation","Low Income Area",0.291,0.242,0.3406
"Bangladesh","BGD","Mar",2017,"Households with a WSUP-supported sanitation facility","san5","North City Corporation","Low Income Area",0.0323,0.0146,0.0545
"Bangladesh","BGD","Mar",2017,"Households with a WSUP-supported sanitation facility","san5","South City Corporation","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with a WSUP-supported source of drinking water","water3a","North City Corporation","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with a WSUP-supported source of drinking water","water3a","South City Corporation","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","North City Corporation","Low Income Area",0.0307,0.016,0.0498
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","South City Corporation","Low Income Area",0.0537,0.0334,0.0838
"Bangladesh","BGD","Mar",2017,"Households with adequate physical access to drinking water","water7a","North City Corporation","Low Income Area",0.9869,0.9748,0.9971
"Bangladesh","BGD","Mar",2017,"Households with adequate physical access to drinking water","water7a","South City Corporation","Low Income Area",0.995,0.9849,1
"Bangladesh","BGD","Mar",2017,"Households with adequate physical access to sanitation facilities","san13a","North City Corporation","Low Income Area",0.9927,0.9812,0.9985
"Bangladesh","BGD","Mar",2017,"Households with adequate physical access to sanitation facilities","san13a","South City Corporation","Low Income Area",0.9295,0.8995,0.9548
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","North City Corporation","Low Income Area",0.9356,0.9106,0.958
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","South City Corporation","Low Income Area",0.9749,0.9531,0.9899
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation services only","overall3","North City Corporation","Low Income Area",0.9125,0.8812,0.9387
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation services only","overall3","South City Corporation","Low Income Area",0.9195,0.8858,0.9447
"Bangladesh","BGD","Mar",2017,"Households with adequate water services and adequate sanitation services","overall4","North City Corporation","Low Income Area",0.0247,0.0102,0.0423
"Bangladesh","BGD","Mar",2017,"Households with adequate water services and adequate sanitation services","overall4","South City Corporation","Low Income Area",0.0521,0.0302,0.0773
"Bangladesh","BGD","Mar",2017,"Households with adequate water services only","overall2","North City Corporation","Low Income Area",0.0073,0.0015,0.0147
"Bangladesh","BGD","Mar",2017,"Households with adequate water services only","overall2","South City Corporation","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with an improved secondary source of drinking water","water11d","North City Corporation","Low Income Area",0.3618,0.3164,0.4155
"Bangladesh","BGD","Mar",2017,"Households with an improved secondary source of drinking water","water11d","South City Corporation","Low Income Area",0.4007,0.3428,0.4532
"Bangladesh","BGD","Mar",2017,"Households with appropriate / acceptable sanitation facilities","acceptSan","North City Corporation","Low Income Area",0.0029,0,0.0116
"Bangladesh","BGD","Mar",2017,"Households with appropriate / acceptable sanitation facilities","acceptSan","South City Corporation","Low Income Area",0.0017,0,0.0067
"Bangladesh","BGD","Mar",2017,"Households with drinking water available from source for the whole year","water6a","North City Corporation","Low Income Area",0.5883,0.5299,0.6385
"Bangladesh","BGD","Mar",2017,"Households with drinking water available from source for the whole year","water6a","South City Corporation","Low Income Area",0.8061,0.7613,0.8471
"Bangladesh","BGD","Mar",2017,"Households with formal drinking water service provision","water2a","North City Corporation","Low Income Area",0.7984,0.7551,0.8435
"Bangladesh","BGD","Mar",2017,"Households with formal drinking water service provision","water2a","South City Corporation","Low Income Area",0.9689,0.9474,0.9894
"Bangladesh","BGD","Mar",2017,"Households with good self-perceived quality of drinking water","water14a","North City Corporation","Low Income Area",0.6195,0.5681,0.6681
"Bangladesh","BGD","Mar",2017,"Households with good self-perceived quality of drinking water","water14a","South City Corporation","Low Income Area",0.4381,0.3814,0.4918
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with clean water and soap","jmpHand3","North City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with clean water and soap","jmpHand3","Outside","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with clean water and soap","jmpHand3","South City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","North City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Outside","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","South City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with no adequate water services and no adequate sanitation services","overall1","North City Corporation","Low Income Area",0.0571,0.0365,0.0802
"Bangladesh","BGD","Mar",2017,"Households with no adequate water services and no adequate sanitation services","overall1","South City Corporation","Low Income Area",0.0251,0.0101,0.0436
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","North City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Outside","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","South City Corporation","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households with shared sanitation facility","san1a","North City Corporation","Low Income Area",0.9578,0.9387,0.9766
"Bangladesh","BGD","Mar",2017,"Households with shared sanitation facility","san1a","South City Corporation","Low Income Area",0.9933,0.9815,1
"Bangladesh","BGD","Mar",2017,"Households with sufficient amount of water","water10b","North City Corporation","Low Income Area",0.6858,0.6394,0.7314
"Bangladesh","BGD","Mar",2017,"Households with sufficient amount of water","water10b","South City Corporation","Low Income Area",0.8883,0.8559,0.9213
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below 100% of the Bangladesh upper national poverty line","nu100","North City Corporation","Low Income Area",0.279,0.2597,0.2954
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below 100% of the Bangladesh upper national poverty line","nu100","South City Corporation","Low Income Area",0.2234,0.209,0.239
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below 150% of the Bangladesh upper national poverty line","nu150","North City Corporation","Low Income Area",0.6783,0.6598,0.6976
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below 150% of the Bangladesh upper national poverty line","nu150","South City Corporation","Low Income Area",0.6234,0.604,0.6438
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below 200% of the Bangladesh upper national poverty line","nu200","North City Corporation","Low Income Area",0.853,0.8406,0.8672
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below 200% of the Bangladesh upper national poverty line","nu200","South City Corporation","Low Income Area",0.8315,0.8177,0.8422
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $1.25/day 2005 PPP poverty line","ppp125","North City Corporation","Low Income Area",0.4002,0.3797,0.4214
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $1.25/day 2005 PPP poverty line","ppp125","South City Corporation","Low Income Area",0.3359,0.3182,0.3569
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $1.75/day 2005 PPP poverty line","ppp175","North City Corporation","Low Income Area",0.7138,0.697,0.7357
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $1.75/day 2005 PPP poverty line","ppp175","South City Corporation","Low Income Area",0.6665,0.6474,0.6861
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $2.00/day 2005 PPP poverty line","ppp200","North City Corporation","Low Income Area",0.8018,0.7863,0.8184
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $2.00/day 2005 PPP poverty line","ppp200","South City Corporation","Low Income Area",0.7714,0.7543,0.786
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $2.50/day 2005 PPP poverty line","ppp250","North City Corporation","Low Income Area",0.8983,0.8874,0.9096
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the $2.50/day 2005 PPP poverty line","ppp250","South City Corporation","Low Income Area",0.885,0.875,0.8957
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the Bangladesh lower national poverty line","nl","North City Corporation","Low Income Area",0.1278,0.119,0.1373
